No.,Invoice ID,Year,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Link
514,189-52-0236,2020,A,Yangon,Normal,Male,Electronic accessories,99.55,7,34.8425,731.6925,3/14/2019,12:07,Cash,696.85,4.761904762,34.8425,7.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
515,503-07-0930,2017,C,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.4365,429.1665,2/23/2019,19:49,Credit card,408.73,4.761904762,20.4365,8.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
516,413-20-6708,2019,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,2.5735,54.0435,3/18/2019,15:52,Ewallet,51.47,4.761904762,2.5735,8.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
517,425-85-2085,2016,B,Mandalay,Member,Male,Health and beauty,54.86,5,13.715,288.015,3/29/2019,16:48,Ewallet,274.3,4.761904762,13.715,9.8,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
518,521-18-7827,2022,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.8475,206.7975,1/22/2019,20:46,Credit card,196.95,4.761904762,9.8475,8.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
519,220-28-1851,2015,A,Yangon,Normal,Male,Home and lifestyle,34.73,2,3.473,72.933,3/1/2019,18:14,Ewallet,69.46,4.761904762,3.473,9.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
520,600-38-9738,2018,C,Naypyitaw,Member,Male,Sports and travel,71.92,5,17.98,377.58,1/17/2019,15:05,Credit card,359.6,4.761904762,17.98,4.3,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
521,734-91-1155,2020,B,Mandalay,Normal,Female,Electronic accessories,45.71,3,6.8565,143.9865,3/26/2019,10:34,Credit card,137.13,4.761904762,6.8565,7.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
522,451-28-5717,2017,C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,24.951,523.971,3/20/2019,11:23,Cash,499.02,4.761904762,24.951,7.3,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
523,609-81-8548,2019,A,Yangon,Member,Female,Home and lifestyle,37.44,6,11.232,235.872,2/6/2019,13:55,Credit card,224.64,4.761904762,11.232,5.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
524,133-14-7229,2016,C,Naypyitaw,Normal,Male,Health and beauty,62.87,2,6.287,132.027,1/1/2019,11:43,Cash,125.74,4.761904762,6.287,5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
525,534-01-4457,2022,A,Yangon,Normal,Male,Food and beverages,81.71,6,24.513,514.773,1/27/2019,14:36,Credit card,490.26,4.761904762,24.513,8,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
526,719-89-8991,2022,A,Yangon,Member,Female,Sports and travel,91.41,5,22.8525,479.9025,2/25/2019,16:03,Ewallet,457.05,4.761904762,22.8525,7.1,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
527,286-62-6248,2015,B,Mandalay,Normal,Male,Fashion accessories,39.21,4,7.842,164.682,1/16/2019,20:03,Credit card,156.84,4.761904762,7.842,9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
528,339-38-9982,2018,B,Mandalay,Member,Male,Fashion accessories,59.86,2,5.986,125.706,1/13/2019,14:55,Ewallet,119.72,4.761904762,5.986,6.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
529,827-44-5872,2020,B,Mandalay,Member,Female,Food and beverages,54.36,10,27.18,570.78,2/7/2019,11:28,Credit card,543.6,4.761904762,27.18,6.1,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
530,827-77-7633,2017,A,Yangon,Normal,Male,Sports and travel,98.09,9,44.1405,926.9505,2/17/2019,19:41,Cash,882.81,4.761904762,44.1405,9.3,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
531,287-83-1405,2019,A,Yangon,Normal,Male,Health and beauty,25.43,6,7.629,160.209,2/12/2019,19:01,Ewallet,152.58,4.761904762,7.629,7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
532,435-13-4908,2016,A,Yangon,Member,Male,Fashion accessories,86.68,8,34.672,728.112,1/24/2019,18:04,Credit card,693.44,4.761904762,34.672,7.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
533,857-67-9057,2022,B,Mandalay,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,2/6/2019,19:20,Ewallet,229.5,4.761904762,11.475,8.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
534,236-27-1144,2015,C,Naypyitaw,Normal,Female,Food and beverages,16.31,9,7.3395,154.1295,3/26/2019,10:31,Ewallet,146.79,4.761904762,7.3395,8.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
535,892-05-6689,2018,A,Yangon,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,3/11/2019,13:28,Ewallet,141.6,4.761904762,7.08,6.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
536,583-41-4548,2020,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.5245,2/7/2019,11:36,Ewallet,116.69,4.761904762,5.8345,7.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
537,339-12-4827,2017,B,Mandalay,Member,Female,Fashion accessories,73.96,1,3.698,77.658,1/5/2019,11:32,Credit card,73.96,4.761904762,3.698,5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
538,643-38-7867,2019,A,Yangon,Normal,Male,Home and lifestyle,97.94,1,4.897,102.837,3/7/2019,11:44,Ewallet,97.94,4.761904762,4.897,6.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
539,308-81-0538,2016,A,Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,2/25/2019,17:16,Credit card,292.2,4.761904762,14.61,4.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
540,358-88-9262,2022,C,Naypyitaw,Member,Female,Food and beverages,87.48,6,26.244,551.124,2/1/2019,18:43,Ewallet,524.88,4.761904762,26.244,5.1,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
541,460-35-4390,2022,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.602,96.642,1/22/2019,11:00,Ewallet,92.04,4.761904762,4.602,9.1,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
542,343-87-0864,2015,C,Naypyitaw,Member,Male,Health and beauty,75.88,1,3.794,79.674,1/3/2019,10:30,Credit card,75.88,4.761904762,3.794,7.1,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
543,173-50-1108,2018,B,Mandalay,Member,Female,Sports and travel,20.18,4,4.036,84.756,2/13/2019,12:14,Credit card,80.72,4.761904762,4.036,5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
544,243-47-2663,2020,C,Naypyitaw,Member,Male,Electronic accessories,18.77,6,5.631,118.251,1/28/2019,16:43,Credit card,112.62,4.761904762,5.631,5.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
545,841-18-8232,2017,B,Mandalay,Normal,Female,Food and beverages,71.2,1,3.56,74.76,1/5/2019,20:40,Credit card,71.2,4.761904762,3.56,9.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
546,701-23-5550,2019,B,Mandalay,Member,Male,Home and lifestyle,38.81,4,7.762,163.002,3/19/2019,13:40,Ewallet,155.24,4.761904762,7.762,4.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
547,647-50-1224,2016,A,Yangon,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,1/12/2019,16:23,Ewallet,294.2,4.761904762,14.71,8.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
548,541-48-8554,2022,A,Yangon,Normal,Male,Sports and travel,60.95,9,27.4275,575.9775,1/7/2019,12:08,Credit card,548.55,4.761904762,27.4275,6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
549,539-21-7227,2015,B,Mandalay,Normal,Female,Sports and travel,51.54,5,12.885,270.585,1/26/2019,17:45,Cash,257.7,4.761904762,12.885,4.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
550,213-32-1216,2018,A,Yangon,Normal,Female,Electronic accessories,66.06,6,19.818,416.178,1/23/2019,10:28,Cash,396.36,4.761904762,19.818,7.3,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
551,747-58-7183,2020,B,Mandalay,Normal,Male,Fashion accessories,57.27,3,8.5905,180.4005,2/9/2019,20:31,Ewallet,171.81,4.761904762,8.5905,6.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
552,582-52-8065,2017,B,Mandalay,Normal,Female,Fashion accessories,54.31,9,24.4395,513.2295,2/22/2019,10:49,Cash,488.79,4.761904762,24.4395,8.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
553,210-57-1719,2019,B,Mandalay,Normal,Female,Health and beauty,58.24,9,26.208,550.368,2/5/2019,12:34,Cash,524.16,4.761904762,26.208,9.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
554,399-69-4630,2016,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,6.663,139.923,3/7/2019,10:23,Credit card,133.26,4.761904762,6.663,8.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
555,134-75-2619,2022,A,Yangon,Member,Male,Electronic accessories,19.32,7,6.762,142.002,3/25/2019,18:51,Cash,135.24,4.761904762,6.762,6.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
556,356-44-8813,2022,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.622,118.062,1/20/2019,13:45,Credit card,112.44,4.761904762,5.622,7.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
557,198-66-9832,2015,B,Mandalay,Member,Female,Fashion accessories,72.04,2,7.204,151.284,2/4/2019,19:38,Cash,144.08,4.761904762,7.204,9.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
558,283-26-5248,2018,C,Naypyitaw,Member,Female,Food and beverages,98.52,10,49.26,1034.46,1/30/2019,20:23,Ewallet,985.2,4.761904762,49.26,4.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
559,712-39-0363,2020,A,Yangon,Member,Male,Food and beverages,41.66,6,12.498,262.458,1/2/2019,15:24,Ewallet,249.96,4.761904762,12.498,5.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
560,218-59-9410,2017,A,Yangon,Member,Female,Home and lifestyle,72.42,3,10.863,228.123,3/29/2019,16:54,Ewallet,217.26,4.761904762,10.863,8.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
561,174-75-0888,2019,B,Mandalay,Normal,Male,Electronic accessories,21.58,9,9.711,203.931,3/14/2019,12:32,Cash,194.22,4.761904762,9.711,7.3,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
562,866-99-7614,2016,C,Naypyitaw,Normal,Male,Food and beverages,89.2,10,44.6,936.6,2/11/2019,15:42,Credit card,892,4.761904762,44.6,4.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
563,134-54-4720,2022,B,Mandalay,Normal,Female,Electronic accessories,42.42,8,16.968,356.328,1/30/2019,13:58,Ewallet,339.36,4.761904762,16.968,5.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
564,760-90-2357,2015,A,Yangon,Member,Male,Electronic accessories,74.51,6,22.353,469.413,3/20/2019,15:08,Ewallet,447.06,4.761904762,22.353,5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
565,514-37-2845,2018,B,Mandalay,Normal,Male,Fashion accessories,99.25,2,9.925,208.425,3/20/2019,13:02,Cash,198.5,4.761904762,9.925,9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
566,698-98-5964,2020,A,Yangon,Normal,Female,Food and beverages,81.21,10,40.605,852.705,1/17/2019,13:01,Credit card,812.1,4.761904762,40.605,6.3,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
567,718-57-9773,2017,C,Naypyitaw,Normal,Female,Sports and travel,49.33,10,24.665,517.965,2/3/2019,16:40,Credit card,493.3,4.761904762,24.665,9.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
568,651-88-7328,2019,A,Yangon,Normal,Female,Fashion accessories,65.74,9,29.583,621.243,1/1/2019,13:55,Cash,591.66,4.761904762,29.583,7.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
569,241-11-2261,2016,B,Mandalay,Normal,Female,Fashion accessories,79.86,7,27.951,586.971,1/10/2019,10:33,Credit card,559.02,4.761904762,27.951,5.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
570,408-26-9866,2022,C,Naypyitaw,Normal,Female,Sports and travel,73.98,7,25.893,543.753,3/2/2019,16:42,Ewallet,517.86,4.761904762,25.893,4.1,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
571,834-83-1826,2022,B,Mandalay,Member,Female,Home and lifestyle,82.04,5,20.51,430.71,2/25/2019,17:16,Credit card,410.2,4.761904762,20.51,7.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
572,343-61-3544,2015,B,Mandalay,Member,Male,Sports and travel,26.67,10,13.335,280.035,1/29/2019,11:48,Cash,266.7,4.761904762,13.335,8.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
573,239-48-4278,2018,A,Yangon,Member,Male,Food and beverages,10.13,7,3.5455,74.4555,3/10/2019,19:35,Ewallet,70.91,4.761904762,3.5455,8.3,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
574,355-34-6244,2020,B,Mandalay,Normal,Male,Food and beverages,72.39,2,7.239,152.019,1/13/2019,19:55,Credit card,144.78,4.761904762,7.239,8.1,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
575,550-84-8664,2017,A,Yangon,Normal,Male,Sports and travel,85.91,5,21.4775,451.0275,3/22/2019,14:33,Credit card,429.55,4.761904762,21.4775,8.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
576,339-96-8318,2019,B,Mandalay,Member,Male,Fashion accessories,81.31,7,28.4585,597.6285,3/1/2019,19:49,Ewallet,569.17,4.761904762,28.4585,6.3,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
577,458-61-0011,2016,B,Mandalay,Normal,Male,Food and beverages,60.3,4,12.06,253.26,2/20/2019,18:43,Cash,241.2,4.761904762,12.06,5.8,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
578,592-34-6155,2022,C,Naypyitaw,Normal,Male,Food and beverages,31.77,4,6.354,133.434,1/14/2019,14:43,Ewallet,127.08,4.761904762,6.354,6.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
579,797-88-0493,2015,A,Yangon,Normal,Female,Health and beauty,64.27,4,12.854,269.934,3/26/2019,13:54,Cash,257.08,4.761904762,12.854,7.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
580,207-73-1363,2018,B,Mandalay,Normal,Male,Health and beauty,69.51,2,6.951,145.971,3/1/2019,12:15,Ewallet,139.02,4.761904762,6.951,8.1,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
581,390-31-6381,2020,C,Naypyitaw,Normal,Male,Food and beverages,27.22,3,4.083,85.743,1/7/2019,12:37,Cash,81.66,4.761904762,4.083,7.3,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
582,443-82-0585,2017,A,Yangon,Member,Female,Health and beauty,77.68,4,15.536,326.256,2/1/2019,19:54,Cash,310.72,4.761904762,15.536,8.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
583,339-18-7061,2019,C,Naypyitaw,Member,Female,Fashion accessories,92.98,2,9.298,195.258,2/13/2019,15:06,Credit card,185.96,4.761904762,9.298,8,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
584,359-90-3665,2016,B,Mandalay,Member,Female,Fashion accessories,18.08,4,3.616,75.936,1/14/2019,18:03,Credit card,72.32,4.761904762,3.616,9.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
585,375-72-3056,2022,B,Mandalay,Normal,Male,Sports and travel,63.06,3,9.459,198.639,1/19/2019,15:58,Ewallet,189.18,4.761904762,9.459,7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
586,127-47-6963,2022,A,Yangon,Normal,Male,Health and beauty,51.71,4,10.342,217.182,3/9/2019,13:53,Credit card,206.84,4.761904762,10.342,9.8,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
587,278-86-2735,2015,A,Yangon,Normal,Female,Food and beverages,52.34,3,7.851,164.871,3/27/2019,14:03,Cash,157.02,4.761904762,7.851,9.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
588,695-28-6250,2018,A,Yangon,Normal,Female,Sports and travel,43.06,5,10.765,226.065,2/4/2019,16:38,Ewallet,215.3,4.761904762,10.765,7.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
589,379-17-6588,2020,C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,29.805,625.905,3/14/2019,11:07,Cash,596.1,4.761904762,29.805,5.3,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
590,227-50-3718,2017,A,Yangon,Normal,Male,Health and beauty,14.62,5,3.655,76.755,3/4/2019,12:23,Cash,73.1,4.761904762,3.655,4.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
591,302-15-2162,2019,C,Naypyitaw,Member,Male,Health and beauty,46.53,6,13.959,293.139,3/3/2019,10:54,Credit card,279.18,4.761904762,13.959,4.3,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
592,788-07-8452,2016,C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,8.484,178.164,1/27/2019,17:38,Ewallet,169.68,4.761904762,8.484,9.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
593,560-49-6611,2022,A,Yangon,Member,Female,Sports and travel,45.58,1,2.279,47.859,2/7/2019,14:13,Cash,45.58,4.761904762,2.279,9.8,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
594,880-35-0356,2015,A,Yangon,Member,Female,Sports and travel,75.2,3,11.28,236.88,2/5/2019,11:51,Ewallet,225.6,4.761904762,11.28,4.8,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
595,585-11-6748,2018,B,Mandalay,Member,Male,Sports and travel,96.8,3,14.52,304.92,3/15/2019,13:05,Cash,290.4,4.761904762,14.52,5.3,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
596,470-31-3286,2020,B,Mandalay,Normal,Male,Health and beauty,14.82,3,2.223,46.683,3/1/2019,11:30,Credit card,44.46,4.761904762,2.223,8.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
597,152-68-2907,2017,A,Yangon,Normal,Male,Food and beverages,52.2,3,7.83,164.43,2/15/2019,13:30,Credit card,156.6,4.761904762,7.83,9.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
598,123-35-4896,2019,C,Naypyitaw,Normal,Female,Sports and travel,46.66,9,20.997,440.937,2/17/2019,19:11,Ewallet,419.94,4.761904762,20.997,5.3,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
599,258-69-7810,2016,C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,9.2125,193.4625,1/26/2019,18:53,Cash,184.25,4.761904762,9.2125,9.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
600,334-64-2006,2022,A,Yangon,Member,Female,Home and lifestyle,70.32,2,7.032,147.672,3/24/2019,14:22,Ewallet,140.64,4.761904762,7.032,9.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
601,219-61-4139,2022,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,4.154,87.234,1/23/2019,17:16,Ewallet,83.08,4.761904762,4.154,6.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
602,881-41-7302,2015,C,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,3.2495,68.2395,1/26/2019,10:06,Credit card,64.99,4.761904762,3.2495,4.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
603,373-09-4567,2018,C,Naypyitaw,Normal,Male,Food and beverages,77.56,10,38.78,814.38,3/14/2019,20:35,Ewallet,775.6,4.761904762,38.78,6.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
604,642-30-6693,2020,B,Mandalay,Normal,Female,Sports and travel,54.51,6,16.353,343.413,3/17/2019,13:54,Ewallet,327.06,4.761904762,16.353,7.8,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
605,484-22-8230,2017,C,Naypyitaw,Member,Female,Fashion accessories,51.89,7,18.1615,381.3915,1/8/2019,20:08,Cash,363.23,4.761904762,18.1615,4.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
606,830-58-2383,2019,B,Mandalay,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,2/8/2019,15:26,Cash,127,4.761904762,6.35,8.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
607,559-98-9873,2016,A,Yangon,Member,Female,Fashion accessories,53.65,7,18.7775,394.3275,2/10/2019,12:56,Ewallet,375.55,4.761904762,18.7775,5.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
608,544-32-5024,2022,C,Naypyitaw,Member,Female,Food and beverages,49.79,4,9.958,209.118,3/28/2019,19:16,Credit card,199.16,4.761904762,9.958,6.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
609,318-12-0304,2015,A,Yangon,Normal,Male,Fashion accessories,30.61,1,1.5305,32.1405,1/23/2019,12:20,Ewallet,30.61,4.761904762,1.5305,5.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
610,349-97-8902,2018,B,Mandalay,Member,Male,Food and beverages,57.89,2,5.789,121.569,1/17/2019,10:37,Ewallet,115.78,4.761904762,5.789,8.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
611,421-95-9805,2020,A,Yangon,Normal,Female,Electronic accessories,28.96,1,1.448,30.408,2/7/2019,10:18,Credit card,28.96,4.761904762,1.448,6.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
612,277-35-5865,2017,C,Naypyitaw,Member,Female,Food and beverages,98.97,9,44.5365,935.2665,3/9/2019,11:23,Cash,890.73,4.761904762,44.5365,6.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
613,789-23-8625,2019,B,Mandalay,Member,Male,Fashion accessories,93.22,3,13.983,293.643,1/24/2019,11:45,Cash,279.66,4.761904762,13.983,7.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
614,284-54-4231,2016,C,Naypyitaw,Member,Male,Sports and travel,80.93,1,4.0465,84.9765,1/19/2019,16:08,Credit card,80.93,4.761904762,4.0465,9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
615,443-59-0061,2022,A,Yangon,Member,Male,Food and beverages,67.45,10,33.725,708.225,2/3/2019,11:25,Ewallet,674.5,4.761904762,33.725,4.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
616,509-29-3912,2022,A,Yangon,Member,Female,Sports and travel,38.72,9,17.424,365.904,3/20/2019,12:24,Ewallet,348.48,4.761904762,17.424,4.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
617,327-40-9673,2015,B,Mandalay,Member,Male,Sports and travel,72.6,6,21.78,457.38,1/13/2019,19:51,Cash,435.6,4.761904762,21.78,6.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
618,840-19-2096,2018,C,Naypyitaw,Member,Male,Electronic accessories,87.91,5,21.9775,461.5275,3/14/2019,18:10,Ewallet,439.55,4.761904762,21.9775,4.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
619,828-46-6863,2020,A,Yangon,Member,Male,Food and beverages,98.53,6,29.559,620.739,1/23/2019,11:22,Credit card,591.18,4.761904762,29.559,4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
620,641-96-3695,2017,C,Naypyitaw,Member,Female,Fashion accessories,43.46,6,13.038,273.798,2/7/2019,17:55,Ewallet,260.76,4.761904762,13.038,8.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
